ch1 ,ch2 ,ch3 ,ch4
-0.0,0.0,0.0,-0.0
-0.06279051952931337,0.06279051952931337,0.06279051952931337,-0.06279051952931337
-0.12533323356430426,0.12533323356430426,0.12533323356430426,-0.12533323356430426
-0.18738131458572463,0.18738131458572463,0.18738131458572463,-0.18738131458572463
-0.2486898871648548,0.2486898871648548,0.2486898871648548,-0.2486898871648548
-0.3090169943749474,0.3090169943749474,0.3090169943749474,-0.3090169943749474
-0.368124552684678,0.368124552684678,0.368124552684678,-0.368124552684678
-0.4257792915650727,0.4257792915650727,0.4257792915650727,-0.4257792915650727
-0.4817536741017153,0.4817536741017153,0.4817536741017153,-0.4817536741017153
-0.5358267949789967,0.5358267949789967,0.5358267949789967,-0.5358267949789967
-0.5877852522924731,0.5877852522924731,0.5877852522924731,-0.5877852522924731
-0.6374239897486897,0.6374239897486897,0.6374239897486897,-0.6374239897486897
-0.6845471059286887,0.6845471059286887,0.6845471059286887,-0.6845471059286887
-0.7289686274214116,0.7289686274214116,0.7289686274214116,-0.7289686274214116
-0.7705132427757893,0.7705132427757893,0.7705132427757893,-0.7705132427757893
-0.8090169943749475,0.8090169943749475,0.8090169943749475,-0.8090169943749475
-0.8443279255020151,0.8443279255020151,0.8443279255020151,-0.8443279255020151
-0.8763066800438637,0.8763066800438637,0.8763066800438637,-0.8763066800438637
-0.9048270524660196,0.9048270524660196,0.9048270524660196,-0.9048270524660196
-0.9297764858882515,0.9297764858882515,0.9297764858882515,-0.9297764858882515
-0.9510565162951535,0.9510565162951535,0.9510565162951535,-0.9510565162951535
-0.9685831611286311,0.9685831611286311,0.9685831611286311,-0.9685831611286311
-0.9822872507286887,0.9822872507286887,0.9822872507286887,-0.9822872507286887
-0.9921147013144779,0.9921147013144779,0.9921147013144779,-0.9921147013144779
-0.9980267284282716,0.9980267284282716,0.9980267284282716,-0.9980267284282716
-1.0,1.0,1.0,-1.0
-0.9980267284282716,0.9980267284282716,0.9980267284282716,-0.9980267284282716
-0.9921147013144778,0.9921147013144778,0.9921147013144778,-0.9921147013144778
-0.9822872507286886,0.9822872507286886,0.9822872507286886,-0.9822872507286886
-0.9685831611286311,0.9685831611286311,0.9685831611286311,-0.9685831611286311
-0.9510565162951535,0.9510565162951535,0.9510565162951535,-0.9510565162951535
-0.9297764858882513,0.9297764858882513,0.9297764858882513,-0.9297764858882513
-0.9048270524660195,0.9048270524660195,0.9048270524660195,-0.9048270524660195
-0.8763066800438635,0.8763066800438635,0.8763066800438635,-0.8763066800438635
-0.844327925502015,0.844327925502015,0.844327925502015,-0.844327925502015
-0.8090169943749475,0.8090169943749475,0.8090169943749475,-0.8090169943749475
-0.7705132427757893,0.7705132427757893,0.7705132427757893,-0.7705132427757893
-0.7289686274214114,0.7289686274214114,0.7289686274214114,-0.7289686274214114
-0.6845471059286885,0.6845471059286885,0.6845471059286885,-0.6845471059286885
-0.6374239897486895,0.6374239897486895,0.6374239897486895,-0.6374239897486895
-0.5877852522924732,0.5877852522924732,0.5877852522924732,-0.5877852522924732
-0.5358267949789967,0.5358267949789967,0.5358267949789967,-0.5358267949789967
-0.4817536741017152,0.4817536741017152,0.4817536741017152,-0.4817536741017152
-0.4257792915650725,0.4257792915650725,0.4257792915650725,-0.4257792915650725
-0.36812455268467775,0.36812455268467775,0.36812455268467775,-0.36812455268467775
-0.3090169943749471,0.3090169943749471,0.3090169943749471,-0.3090169943749471
-0.24868988716485482,0.24868988716485482,0.24868988716485482,-0.24868988716485482
-0.18738131458572457,0.18738131458572457,0.18738131458572457,-0.18738131458572457
-0.1253332335643041,0.1253332335643041,0.1253332335643041,-0.1253332335643041
-0.06279051952931314,0.06279051952931314,0.06279051952931314,-0.06279051952931314
3.216245299353273e-16,-3.216245299353273e-16,-3.216245299353273e-16,3.216245299353273e-16
0.06279051952931335,-0.06279051952931335,-0.06279051952931335,0.06279051952931335
0.12533323356430429,-0.12533323356430429,-0.12533323356430429,0.12533323356430429
0.18738131458572477,-0.18738131458572477,-0.18738131458572477,0.18738131458572477
0.24868988716485502,-0.24868988716485502,-0.24868988716485502,0.24868988716485502
0.30901699437494773,-0.30901699437494773,-0.30901699437494773,0.30901699437494773
0.3681245526846783,-0.3681245526846783,-0.3681245526846783,0.3681245526846783
0.42577929156507266,-0.42577929156507266,-0.42577929156507266,0.42577929156507266
0.4817536741017154,-0.4817536741017154,-0.4817536741017154,0.4817536741017154
0.5358267949789968,-0.5358267949789968,-0.5358267949789968,0.5358267949789968
0.5877852522924734,-0.5877852522924734,-0.5877852522924734,0.5877852522924734
0.63742398974869,-0.63742398974869,-0.63742398974869,0.63742398974869
0.6845471059286887,-0.6845471059286887,-0.6845471059286887,0.6845471059286887
0.7289686274214116,-0.7289686274214116,-0.7289686274214116,0.7289686274214116
0.7705132427757894,-0.7705132427757894,-0.7705132427757894,0.7705132427757894
0.8090169943749473,-0.8090169943749473,-0.8090169943749473,0.8090169943749473
0.8443279255020153,-0.8443279255020153,-0.8443279255020153,0.8443279255020153
0.8763066800438636,-0.8763066800438636,-0.8763066800438636,0.8763066800438636
0.9048270524660198,-0.9048270524660198,-0.9048270524660198,0.9048270524660198
0.9297764858882515,-0.9297764858882515,-0.9297764858882515,0.9297764858882515
0.9510565162951535,-0.9510565162951535,-0.9510565162951535,0.9510565162951535
0.9685831611286312,-0.9685831611286312,-0.9685831611286312,0.9685831611286312
0.9822872507286887,-0.9822872507286887,-0.9822872507286887,0.9822872507286887
0.9921147013144779,-0.9921147013144779,-0.9921147013144779,0.9921147013144779
0.9980267284282716,-0.9980267284282716,-0.9980267284282716,0.9980267284282716
1.0,-1.0,-1.0,1.0
0.9980267284282716,-0.9980267284282716,-0.9980267284282716,0.9980267284282716
0.9921147013144779,-0.9921147013144779,-0.9921147013144779,0.9921147013144779
0.9822872507286886,-0.9822872507286886,-0.9822872507286886,0.9822872507286886
0.9685831611286311,-0.9685831611286311,-0.9685831611286311,0.9685831611286311
0.9510565162951536,-0.9510565162951536,-0.9510565162951536,0.9510565162951536
0.9297764858882512,-0.9297764858882512,-0.9297764858882512,0.9297764858882512
0.9048270524660196,-0.9048270524660196,-0.9048270524660196,0.9048270524660196
0.8763066800438634,-0.8763066800438634,-0.8763066800438634,0.8763066800438634
0.844327925502015,-0.844327925502015,-0.844327925502015,0.844327925502015
0.809016994374947,-0.809016994374947,-0.809016994374947,0.809016994374947
0.770513242775789,-0.770513242775789,-0.770513242775789,0.770513242775789
0.7289686274214116,-0.7289686274214116,-0.7289686274214116,0.7289686274214116
0.6845471059286883,-0.6845471059286883,-0.6845471059286883,0.6845471059286883
0.6374239897486896,-0.6374239897486896,-0.6374239897486896,0.6374239897486896
0.5877852522924726,-0.5877852522924726,-0.5877852522924726,0.5877852522924726
0.5358267949789963,-0.5358267949789963,-0.5358267949789963,0.5358267949789963
0.4817536741017153,-0.4817536741017153,-0.4817536741017153,0.4817536741017153
0.4257792915650722,-0.4257792915650722,-0.4257792915650722,0.4257792915650722
0.36812455268467786,-0.36812455268467786,-0.36812455268467786,0.36812455268467786
0.3090169943749468,-0.3090169943749468,-0.3090169943749468,0.3090169943749468
0.2486898871648545,-0.2486898871648545,-0.2486898871648545,0.2486898871648545
0.18738131458572468,-0.18738131458572468,-0.18738131458572468,0.18738131458572468
0.1253332335643038,-0.1253332335643038,-0.1253332335643038,0.1253332335643038
0.06279051952931326,-0.06279051952931326,-0.06279051952931326,0.06279051952931326
-6.432490598706546e-16,6.432490598706546e-16,6.432490598706546e-16,-6.432490598706546e-16
-0.06279051952931367,0.06279051952931367,0.06279051952931367,-0.06279051952931367
-0.12533323356430418,0.12533323356430418,0.12533323356430418,-0.12533323356430418
-0.18738131458572507,0.18738131458572507,0.18738131458572507,-0.18738131458572507
-0.24868988716485488,0.24868988716485488,0.24868988716485488,-0.24868988716485488
-0.309016994374948,0.309016994374948,0.309016994374948,-0.309016994374948
-0.3681245526846782,0.3681245526846782,0.3681245526846782,-0.3681245526846782
-0.42577929156507255,0.42577929156507255,0.42577929156507255,-0.42577929156507255
-0.48175367410171566,0.48175367410171566,0.48175367410171566,-0.48175367410171566
-0.5358267949789967,0.5358267949789967,0.5358267949789967,-0.5358267949789967
-0.5877852522924736,0.5877852522924736,0.5877852522924736,-0.5877852522924736
-0.6374239897486899,0.6374239897486899,0.6374239897486899,-0.6374239897486899
-0.6845471059286893,0.6845471059286893,0.6845471059286893,-0.6845471059286893
-0.7289686274214118,0.7289686274214118,0.7289686274214118,-0.7289686274214118
-0.7705132427757893,0.7705132427757893,0.7705132427757893,-0.7705132427757893
-0.8090169943749478,0.8090169943749478,0.8090169943749478,-0.8090169943749478
-0.8443279255020152,0.8443279255020152,0.8443279255020152,-0.8443279255020152
-0.8763066800438639,0.8763066800438639,0.8763066800438639,-0.8763066800438639
-0.9048270524660197,0.9048270524660197,0.9048270524660197,-0.9048270524660197
-0.9297764858882515,0.9297764858882515,0.9297764858882515,-0.9297764858882515
-0.9510565162951538,0.9510565162951538,0.9510565162951538,-0.9510565162951538
-0.9685831611286312,0.9685831611286312,0.9685831611286312,-0.9685831611286312
-0.9822872507286888,0.9822872507286888,0.9822872507286888,-0.9822872507286888
-0.9921147013144779,0.9921147013144779,0.9921147013144779,-0.9921147013144779
-0.9980267284282716,0.9980267284282716,0.9980267284282716,-0.9980267284282716
-1.0,1.0,1.0,-1.0
-0.9980267284282716,0.9980267284282716,0.9980267284282716,-0.9980267284282716
-0.9921147013144778,0.9921147013144778,0.9921147013144778,-0.9921147013144778
-0.9822872507286886,0.9822872507286886,0.9822872507286886,-0.9822872507286886
-0.9685831611286311,0.9685831611286311,0.9685831611286311,-0.9685831611286311
-0.9510565162951536,0.9510565162951536,0.9510565162951536,-0.9510565162951536
-0.929776485888251,0.929776485888251,0.929776485888251,-0.929776485888251
-0.9048270524660192,0.9048270524660192,0.9048270524660192,-0.9048270524660192
-0.8763066800438634,0.8763066800438634,0.8763066800438634,-0.8763066800438634
-0.8443279255020151,0.8443279255020151,0.8443279255020151,-0.8443279255020151
-0.8090169943749477,0.8090169943749477,0.8090169943749477,-0.8090169943749477
-0.7705132427757886,0.7705132427757886,0.7705132427757886,-0.7705132427757886
-0.728968627421411,0.728968627421411,0.728968627421411,-0.728968627421411
-0.6845471059286884,0.6845471059286884,0.6845471059286884,-0.6845471059286884
-0.6374239897486897,0.6374239897486897,0.6374239897486897,-0.6374239897486897
-0.5877852522924734,0.5877852522924734,0.5877852522924734,-0.5877852522924734
-0.5358267949789957,0.5358267949789957,0.5358267949789957,-0.5358267949789957
-0.48175367410171466,0.48175367410171466,0.48175367410171466,-0.48175367410171466
-0.4257792915650723,0.4257792915650723,0.4257792915650723,-0.4257792915650723
-0.368124552684678,0.368124552684678,0.368124552684678,-0.368124552684678
-0.3090169943749478,0.3090169943749478,0.3090169943749478,-0.3090169943749478
-0.24868988716485377,0.24868988716485377,0.24868988716485377,-0.24868988716485377
-0.18738131458572393,0.18738131458572393,0.18738131458572393,-0.18738131458572393
-0.1253332335643039,0.1253332335643039,0.1253332335643039,-0.1253332335643039
-0.06279051952931339,0.06279051952931339,0.06279051952931339,-0.06279051952931339
-3.6739403974420594e-16,3.6739403974420594e-16,3.6739403974420594e-16,-3.6739403974420594e-16
0.06279051952931443,-0.06279051952931443,-0.06279051952931443,0.06279051952931443
0.12533323356430492,-0.12533323356430492,-0.12533323356430492,0.12533323356430492
0.18738131458572496,-0.18738131458572496,-0.18738131458572496,0.18738131458572496
0.24868988716485477,-0.24868988716485477,-0.24868988716485477,0.24868988716485477
0.30901699437494706,-0.30901699437494706,-0.30901699437494706,0.30901699437494706
0.3681245526846789,-0.3681245526846789,-0.3681245526846789,0.3681245526846789
0.42577929156507327,-0.42577929156507327,-0.42577929156507327,0.42577929156507327
0.48175367410171555,-0.48175367410171555,-0.48175367410171555,0.48175367410171555
0.5358267949789965,-0.5358267949789965,-0.5358267949789965,0.5358267949789965
0.5877852522924728,-0.5877852522924728,-0.5877852522924728,0.5877852522924728
0.6374239897486905,-0.6374239897486905,-0.6374239897486905,0.6374239897486905
0.6845471059286892,-0.6845471059286892,-0.6845471059286892,0.6845471059286892
0.7289686274214118,-0.7289686274214118,-0.7289686274214118,0.7289686274214118
0.7705132427757893,-0.7705132427757893,-0.7705132427757893,0.7705132427757893
0.8090169943749482,-0.8090169943749482,-0.8090169943749482,0.8090169943749482
0.8443279255020156,-0.8443279255020156,-0.8443279255020156,0.8443279255020156
0.8763066800438639,-0.8763066800438639,-0.8763066800438639,0.8763066800438639
0.9048270524660197,-0.9048270524660197,-0.9048270524660197,0.9048270524660197
0.9297764858882513,-0.9297764858882513,-0.9297764858882513,0.9297764858882513
0.951056516295154,-0.951056516295154,-0.951056516295154,0.951056516295154
0.9685831611286314,-0.9685831611286314,-0.9685831611286314,0.9685831611286314
0.9822872507286888,-0.9822872507286888,-0.9822872507286888,0.9822872507286888
0.9921147013144779,-0.9921147013144779,-0.9921147013144779,0.9921147013144779
0.9980267284282716,-0.9980267284282716,-0.9980267284282716,0.9980267284282716
1.0,-1.0,-1.0,1.0
0.9980267284282714,-0.9980267284282714,-0.9980267284282714,0.9980267284282714
0.9921147013144778,-0.9921147013144778,-0.9921147013144778,0.9921147013144778
0.9822872507286886,-0.9822872507286886,-0.9822872507286886,0.9822872507286886
0.9685831611286312,-0.9685831611286312,-0.9685831611286312,0.9685831611286312
0.9510565162951532,-0.9510565162951532,-0.9510565162951532,0.9510565162951532
0.929776485888251,-0.929776485888251,-0.929776485888251,0.929776485888251
0.9048270524660192,-0.9048270524660192,-0.9048270524660192,0.9048270524660192
0.8763066800438635,-0.8763066800438635,-0.8763066800438635,0.8763066800438635
0.8443279255020151,-0.8443279255020151,-0.8443279255020151,0.8443279255020151
0.8090169943749467,-0.8090169943749467,-0.8090169943749467,0.8090169943749467
0.7705132427757886,-0.7705132427757886,-0.7705132427757886,0.7705132427757886
0.7289686274214111,-0.7289686274214111,-0.7289686274214111,0.7289686274214111
0.6845471059286885,-0.6845471059286885,-0.6845471059286885,0.6845471059286885
0.6374239897486897,-0.6374239897486897,-0.6374239897486897,0.6374239897486897
0.587785252292472,-0.587785252292472,-0.587785252292472,0.587785252292472
0.5358267949789958,-0.5358267949789958,-0.5358267949789958,0.5358267949789958
0.48175367410171477,-0.48175367410171477,-0.48175367410171477,0.48175367410171477
0.42577929156507244,-0.42577929156507244,-0.42577929156507244,0.42577929156507244
0.3681245526846781,-0.3681245526846781,-0.3681245526846781,0.3681245526846781
0.3090169943749462,-0.3090169943749462,-0.3090169943749462,0.3090169943749462
0.24868988716485388,-0.24868988716485388,-0.24868988716485388,0.24868988716485388
0.18738131458572405,-0.18738131458572405,-0.18738131458572405,0.18738131458572405
0.125333233564304,-0.125333233564304,-0.125333233564304,0.125333233564304
0.06279051952931351,-0.06279051952931351,-0.06279051952931351,0.06279051952931351
-1.2864981197413093e-15,1.2864981197413093e-15,1.2864981197413093e-15,-1.2864981197413093e-15
-0.0627905195293143,0.0627905195293143,0.0627905195293143,-0.0627905195293143
-0.1253332335643048,0.1253332335643048,0.1253332335643048,-0.1253332335643048
-0.18738131458572485,0.18738131458572485,0.18738131458572485,-0.18738131458572485
-0.24868988716485466,0.24868988716485466,0.24868988716485466,-0.24868988716485466
-0.3090169943749486,0.3090169943749486,0.3090169943749486,-0.3090169943749486
-0.3681245526846788,0.3681245526846788,0.3681245526846788,-0.3681245526846788
-0.42577929156507316,0.42577929156507316,0.42577929156507316,-0.42577929156507316
-0.48175367410171543,0.48175367410171543,0.48175367410171543,-0.48175367410171543
-0.5358267949789964,0.5358267949789964,0.5358267949789964,-0.5358267949789964
-0.5877852522924741,0.5877852522924741,0.5877852522924741,-0.5877852522924741
-0.6374239897486904,0.6374239897486904,0.6374239897486904,-0.6374239897486904
-0.6845471059286891,0.6845471059286891,0.6845471059286891,-0.6845471059286891
-0.7289686274214117,0.7289686274214117,0.7289686274214117,-0.7289686274214117
-0.7705132427757891,0.7705132427757891,0.7705132427757891,-0.7705132427757891
-0.8090169943749481,0.8090169943749481,0.8090169943749481,-0.8090169943749481
-0.8443279255020155,0.8443279255020155,0.8443279255020155,-0.8443279255020155
-0.8763066800438638,0.8763066800438638,0.8763066800438638,-0.8763066800438638
-0.9048270524660196,0.9048270524660196,0.9048270524660196,-0.9048270524660196
-0.9297764858882513,0.9297764858882513,0.9297764858882513,-0.9297764858882513
-0.951056516295154,0.951056516295154,0.951056516295154,-0.951056516295154
-0.9685831611286313,0.9685831611286313,0.9685831611286313,-0.9685831611286313
-0.9822872507286888,0.9822872507286888,0.9822872507286888,-0.9822872507286888
-0.9921147013144779,0.9921147013144779,0.9921147013144779,-0.9921147013144779
